object_id,timestamp,frame_id,object_class,pos_x,pos_y,pos_z,velocity,velocity_x,velocity_y,acceleration,trajectory_angle,trajectory_type,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,confidence_score,sensor_type,altitude,climb_rate,sea_state,wave_height,terrain_type,obstacle_density,visibility_range,fog_density,rain_intensity,lighting_condition,radar_range,doppler_velocity,thermal_signature,object_type_label,trajectory_label,threat_level
air_object_10,0.1,10,air_object,3654,4044,5060,731.567502330508,309.34286594662933,662.9464546658528,3.999320265014223,64.98538798927746,diving,430,541,1278,1393,0.9904385069897182,camera,5060,-62.72296812319236,,,,0.503634606368696,0.9631223170844436,0.19334333355672995,14.356163697934953,night,2978.239286176186,731.567502330508,0.8939526562887845,air_like,ballistic,low
air_object_11,0.11,11,air_object,3833,2003,1726,357.351584652038,357.2995723283319,6.096775156901485,12.605629261598677,0.9775706863301394,linear,649,5,1087,1385,0.9073134874401556,thermal,1726,-85.38876328141055,,,,0.8476352950495734,0.6852336498599167,0.898537467427535,14.143104709125659,dusk,1423.5373828403249,357.351584652038,0.5136433498410284,air_like,ballistic,high
air_object_12,0.12,12,air_object,2162,4845,3249,205.74723248305892,130.06957757658833,-159.41715297760706,8.153866040742153,-50.78875225915901,diving,729,269,1135,1532,0.8283397291410557,thermal,3249,27.596686725009278,,,,0.08256029098596895,0.2651598196863276,0.845633218816339,18.441715840848552,day,9042.482164897634,205.74723248305892,0.5055238763420381,air_like,linear,low
air_object_13,0.13,13,air_object,653,3080,1729,816.1667177123212,706.4941548259053,408.6491408263739,10.580911002136332,30.045873582581265,linear,15,624,1317,816,0.9644195608947164,camera,1729,-56.83367056907014,,,,0.13216325315671007,0.8874111331717938,0.4322069507363181,19.605135100942196,night,1880.9598930869138,816.1667177123212,0.8713500667686812,air_like,linear,high
air_object_14,0.14,14,air_object,2420,1749,8905,878.6931236056299,867.9142371425708,-137.20962953469507,12.479088640191867,-8.983610678235735,ballistic,484,238,1244,1102,0.789743850539284,radar,8905,-59.04438191195243,,,,0.7938580984559704,0.5168127071717099,0.24848740993112983,12.083083488520124,day,6568.540929169879,878.6931236056299,0.8105280814993192,air_like,linear,medium
air_object_15,0.15,15,air_object,4938,485,2454,804.9278854576031,467.8413166579949,655.0064146364996,5.786781326486302,54.46350429664946,ballistic,203,668,977,1214,0.9097092835795932,thermal,2454,68.09734595674885,,,,0.698136793026586,0.640787922025646,0.9053722214626339,5.177725228233953,day,9223.57215565193,804.9278854576031,0.49767083874853846,air_like,diving,high
air_object_16,0.16,16,air_object,2370,3419,5194,931.9579579199267,151.80781093150873,-919.5107524496182,3.676352663764468,-80.62524437246489,diving,770,690,1329,1513,0.8670375790840313,thermal,5194,-93.8069814972053,,,,0.8830852013647755,0.8255766903083954,0.7028419621281138,0.40380711458386287,day,1496.3545718072166,931.9579579199267,0.6785279488837517,air_like,linear,medium
air_object_17,0.17,17,air_object,2307,2332,2399,450.146167367972,205.38654153170282,400.55953434379813,8.561055107333878,62.85355797469501,linear,290,423,1283,906,0.8051600219825293,radar,2399,38.90580212557214,,,,0.03507771668022441,0.7588975745819799,0.8800051708592252,4.990148091284603,dusk,3468.3660947490234,450.146167367972,0.48176786788905007,air_like,linear,high
air_object_18,0.18,18,air_object,2550,4360,6325,313.1246872988331,243.50531401234167,196.8558656574472,10.95311335935176,38.95295227621216,linear,443,385,1525,1562,0.9747787123130387,thermal,6325,61.82643644436655,,,,0.37207837553155465,0.7762725383423936,0.41138613420945724,18.93847194927334,night,4521.417351924347,313.1246872988331,0.43957963346633255,air_like,ballistic,high
air_object_19,0.19,19,air_object,2685,3371,7823,887.6962783701238,276.92329705675354,-843.3968047007205,4.485103977560349,-71.82277638830885,diving,576,570,1553,809,0.895882415840918,radar,7823,-92.48701775218193,,,,0.12282738337828458,0.3533550499825552,0.7627949623144646,8.84935118599457,day,5694.9193529757285,887.6962783701238,0.5548383768201637,air_like,diving,medium
air_object_20,0.2,20,air_object,822,2169,7334,835.5298169194842,483.85332091868463,681.1725470080744,0.30902811060755764,54.6129015934151,ballistic,619,601,884,1542,0.7345424036179767,radar,7334,5.634525115948861,,,,0.40603643118312394,0.6764715871081672,0.9017935172774636,17.27485363771327,day,5415.625627981407,835.5298169194842,0.5239670657636174,air_like,diving,medium
air_object_21,0.21,21,air_object,4086,1883,7042,982.4198919056751,668.2932920360827,-720.0922995224525,1.951382221057591,-47.136646074580796,linear,136,459,986,1111,0.8589160831072749,camera,7042,-50.643152122968594,,,,0.6216383339145242,0.4688527125158234,0.026966042928993628,19.51533338502522,night,3064.2558079797604,982.4198919056751,0.5418860941900266,air_like,ballistic,high
air_object_22,0.22,22,air_object,4765,3331,3395,976.8125080881157,249.18102560041882,-944.4953639050425,7.047560530908978,-75.2207225622946,diving,213,136,1059,1577,0.7920083677885015,camera,3395,-84.1438204366749,,,,0.685429693731645,0.5817514768582581,0.5523690219523749,3.213405257730413,day,9494.466738165858,976.8125080881157,0.9199924792347616,air_like,linear,medium
air_object_23,0.23,23,air_object,1015,4930,4289,926.596032612134,901.22961900494,215.32622107109393,4.523200614522852,13.437476712482763,ballistic,342,697,907,841,0.7799589167228055,radar,4289,-67.99934693310803,,,,0.09623525707832248,0.49081289223748537,0.18282364812340046,4.802846699029255,day,1611.4405703241384,926.596032612134,0.5145987653004456,air_like,ballistic,high
air_object_24,0.24,24,air_object,3449,625,3962,911.9359675709921,617.6170189415669,670.9518811832736,2.8663959385710136,47.37016367653766,ballistic,755,433,893,1355,0.9386536974461775,thermal,3962,91.78002704375223,,,,0.3453443667893673,0.30017692996736456,0.7550278391343783,5.271654564665338,dusk,3243.117585175976,911.9359675709921,0.8984380892186701,air_like,diving,medium
air_object_25,0.25,25,air_object,4930,3761,2806,199.7965091035837,167.95818221100714,-108.20671919225963,4.946589991217989,-32.79157701159849,diving,260,57,1000,1005,0.9916872847578806,camera,2806,10.6449771031877,,,,0.06229538718787131,0.28120122174864814,0.9518273094541313,14.746028778068002,night,7420.33334072667,199.7965091035837,0.4501268310740817,air_like,diving,high
air_object_26,0.26,26,air_object,3281,1595,6579,290.36968115985985,19.793634447672368,-289.6942591288798,6.544982278060843,-86.09128660587794,diving,757,613,1566,1253,0.9522891744606803,radar,6579,-15.603348659893143,,,,0.6963813120156229,0.9286778292625051,0.06354379646816588,14.539469912526371,day,4105.991885420509,290.36968115985985,0.5206206025434712,air_like,diving,medium
air_object_27,0.27,27,air_object,21,4863,3669,384.14949118641624,265.2981388386465,-277.82679695726387,2.093076930517915,-46.3214490827811,ballistic,430,534,1558,1223,0.9523974094396463,camera,3669,56.040240016935,,,,0.9416773578629649,0.4882751401812191,0.6218053612857434,7.257473690248803,dusk,9150.664740864004,384.14949118641624,0.6622594063534486,air_like,diving,high
air_object_28,0.28,28,air_object,409,3394,7042,529.180758903402,246.27115119546636,-468.3831718608603,3.7871222991929585,-62.26505872981723,linear,518,613,914,914,0.99973321533783,thermal,7042,46.74940563139879,,,,0.5522634911985559,0.46987861400910735,0.21457105552931344,19.68503042281935,night,4065.3879405744087,529.180758903402,0.6302352644939788,air_like,diving,low
air_object_29,0.29,29,air_object,3517,1613,7909,808.6357468520306,693.797115224488,415.3761355604337,14.32756080969389,30.908945099324626,ballistic,387,451,1171,1541,0.7772513362460838,camera,7909,-60.302710457900965,,,,0.19876967482890562,0.8495326839401709,0.7114829604166367,8.30232003624889,day,4604.441066309075,808.6357468520306,0.9423067929546541,air_like,linear,medium
air_object_30,0.3,30,air_object,601,4830,3797,301.2222122797698,254.41786250906532,161.26491375075065,7.497983255235755,32.36891233606421,ballistic,693,670,878,907,0.8150798200079,radar,3797,-61.64552576279909,,,,0.06110767038015996,0.3781852600769662,0.8516919600639294,3.2478667961176444,day,4817.375244535319,301.2222122797698,0.5297204922419293,air_like,diving,medium
air_object_31,0.31,31,air_object,3467,3255,5311,176.55828583981776,162.78292472909163,68.37066414287398,8.004485772915546,22.78295498309531,diving,476,246,806,825,0.8988230249534073,camera,5311,50.642297503964016,,,,0.7509568232021637,0.6490139147375973,0.17911918556147832,3.335011664191605,day,2053.730766583625,176.55828583981776,0.5388958937917613,air_like,linear,low
air_object_32,0.32,32,air_object,4715,4672,9945,407.25804179408703,316.4486691744509,-256.3578599997926,14.112655394818583,-39.0112373980647,ballistic,370,532,1206,810,0.7801255451411956,radar,9945,0.4647131883082807,,,,0.6567800496821455,0.9540368881376464,0.2741701114324381,15.34613378201252,dusk,6934.160862609888,407.25804179408703,0.494947645282839,air_like,diving,high
air_object_33,0.33,33,air_object,2949,233,9952,505.7692312202879,484.7439560914725,144.3115112593227,5.692126109758214,16.578619780128292,diving,537,511,986,1192,0.7549458997567172,camera,9952,45.980903464049334,,,,0.32617867596409145,0.3604065005687665,0.7837951423405886,11.742160473140153,dusk,1316.9303037959728,505.7692312202879,0.7320878796496124,air_like,diving,low
air_object_34,0.34,34,air_object,486,4196,946,727.2199936636887,5.258457396143039,-727.2009817169036,5.820201900417197,-89.58569615281165,diving,131,347,897,1340,0.9351738453589575,camera,946,-17.635820209097304,,,,0.03982354633394758,0.9103384212194141,0.7393962573302146,2.197458104040513,dusk,4794.183093140473,727.2199936636887,0.8363571812433163,air_like,ballistic,low
air_object_35,0.35,35,air_object,3528,422,5221,159.81919362294678,128.30803059312962,95.2849617494884,6.210277582227604,36.59856344607043,linear,293,65,1564,1253,0.8342823723521875,thermal,5221,-94.70854569184482,,,,0.2269238955437698,0.5119755067358815,0.5131209107833666,19.198144217817582,night,8715.785486581824,159.81919362294678,0.5552491072771778,air_like,diving,high
air_object_36,0.36,36,air_object,1377,2983,9906,406.44706999520076,406.00394227403365,18.97418155354123,7.650957011629738,2.6757131722951044,linear,38,282,1108,1414,0.8303061972033434,camera,9906,50.035781392921734,,,,0.9312678372562283,0.5253577124439627,0.7803681448008616,13.006186144579958,night,1157.343266959143,406.44706999520076,0.7664403636019571,air_like,ballistic,medium
air_object_37,0.37,37,air_object,4407,2541,5119,449.7006075238486,174.51588596512423,414.45728604179016,11.67345749491585,67.16545868083543,ballistic,293,624,981,1167,0.8071030675775561,radar,5119,-66.30452484052364,,,,0.5931693147904213,0.9818599392356646,0.1737213183355455,16.682587821491566,dusk,2103.955836949556,449.7006075238486,0.9457606717025788,air_like,linear,low
air_object_38,0.38,38,air_object,1323,3168,3923,676.6913143217915,205.69664941167196,644.6704765222038,8.290710416813788,72.30354460676804,diving,703,288,1056,864,0.9254184546368863,thermal,3923,-58.08511680862305,,,,0.3665141803924922,0.65502521231411,0.3023664493173749,18.625724095409204,night,4894.740352391186,676.6913143217915,0.7981871453476863,air_like,ballistic,low
air_object_39,0.39,39,air_object,4617,2818,9306,589.9281650293526,565.6758303282186,167.40996050826712,3.9796163270271774,16.48595188993204,ballistic,425,450,1399,1263,0.8421460845352438,camera,9306,-73.67148552887951,,,,0.9176505172283137,0.7806215895119906,0.9852326620716567,5.271702860799429,day,6353.972571679285,589.9281650293526,0.7871388233372915,air_like,diving,medium
air_object_40,0.4,40,air_object,2889,4198,6366,927.9958090026189,126.07398744989158,-919.3919573364288,11.500354849470762,-82.1918671098568,diving,706,350,850,1182,0.7632323004720479,camera,6366,23.221328644089084,,,,0.40826011906278437,0.47780392339640154,0.7692878016770012,17.083518608913213,dusk,2791.5451294080085,927.9958090026189,0.4177795342942479,air_like,diving,low
air_object_41,0.41,41,air_object,3480,3450,7358,534.0121805106266,97.66808077216349,-525.0047189616454,3.4249918885830226,-79.46157741331325,diving,637,748,1352,1434,0.853198645326362,camera,7358,24.52231766554472,,,,0.47749627747333045,0.9796870190941256,0.696721700550004,15.749763691505771,day,5733.072666051126,534.0121805106266,0.4711225203847941,air_like,linear,high
air_object_42,0.42,42,air_object,103,4878,7618,714.422838851995,703.7430562221446,-123.06788164447777,8.768868146833226,-9.919360564794715,ballistic,1,772,1047,1130,0.7817729436881157,camera,7618,2.553188814366635,,,,0.47862671319882977,0.22153324574364108,0.4733453895579085,4.040518549794408,dusk,9208.01703726473,714.422838851995,0.9215173241407532,air_like,ballistic,low
air_object_43,0.43,43,air_object,1023,3416,1902,779.2986065692623,715.2432445741506,-309.408175864562,11.154394309181274,-23.39290060059855,diving,209,340,1376,801,0.8192640278800347,thermal,1902,68.10947110027774,,,,0.817031797125123,0.21103851713762278,0.37803692698679603,3.671395849094552,day,3400.3587326863544,779.2986065692623,0.919060548865372,air_like,diving,medium
air_object_44,0.44,44,air_object,4446,4824,8407,473.2008953742328,254.62444813951456,-398.85520905790275,0.6425969095713002,-57.446320554305224,linear,31,597,1130,1072,0.8609295254662184,radar,8407,82.77527806705876,,,,0.03313441480891055,0.38586800706805946,0.22748872582425772,15.76387447980614,day,1924.6273139269358,473.2008953742328,0.6483659681829987,air_like,linear,low
air_object_45,0.45,45,air_object,1053,2764,5835,223.3292177397736,6.6645868107678385,-223.22975334596632,14.41971844554999,-88.289926418279,ballistic,563,207,1471,800,0.8672183684096423,radar,5835,20.431292543293495,,,,0.25770038469618795,0.26714183821363024,0.0733234547565853,12.397783649870247,day,3479.5232132542765,223.3292177397736,0.5858030341092098,air_like,diving,low
air_object_46,0.46,46,air_object,1968,657,4095,169.34722579336227,122.50021966618233,-116.92809356884725,13.406446154466455,-43.666817285993474,diving,325,104,1004,1226,0.7909748134277856,camera,4095,71.59095278516841,,,,0.20693566540530461,0.6724498516205055,0.3582208792436419,14.685401750821905,night,3316.163161218129,169.34722579336227,0.4434248055931475,air_like,linear,low
air_object_47,0.47,47,air_object,96,3172,6764,759.4956268736454,36.32821336679881,758.6263033627083,11.079837184764182,87.25838077076267,diving,18,614,1050,952,0.8055068460700711,camera,6764,77.18773614875829,,,,0.19258333618448065,0.41957591042667525,0.10605228397144506,3.071943131153967,dusk,9885.725682328448,759.4956268736454,0.4764442315147873,air_like,linear,low
air_object_48,0.48,48,air_object,3773,273,2600,789.8846969702518,667.7624005281684,-421.9137482337408,8.587347556306561,-32.286013490167825,ballistic,527,114,1090,905,0.960706263886266,radar,2600,-51.94558069710149,,,,0.27495599077173094,0.29624502720587653,0.40971100026287444,16.12169652597067,night,3493.160046706133,789.8846969702518,0.41661480198789447,air_like,ballistic,high
air_object_49,0.49,49,air_object,4216,2395,9001,923.2339208210839,489.83188238502555,782.5762579798942,4.299483957359712,57.95663501083709,diving,283,738,1339,864,0.7431438746351517,thermal,9001,43.52201356785025,,,,0.5305256946085921,0.25069291467011867,0.7031771813537473,2.232591052927906,day,7435.605400793515,923.2339208210839,0.8919084589478238,air_like,diving,medium
air_object_50,0.5,50,air_object,3106,1157,7941,566.9396324923407,342.04810954299984,452.13232316282176,2.2736288687250856,52.8916880735039,linear,224,171,1471,951,0.8724606599468718,radar,7941,-99.52202753780945,,,,0.5069808173390004,0.36338742806044877,0.88463742702484,7.819865244558654,dusk,2339.425554464442,566.9396324923407,0.8969856478526056,air_like,linear,high
air_object_51,0.51,51,air_object,3148,3842,3122,156.64699614679225,104.22845718741023,-116.93891616628461,8.037791103457423,-48.28916273612094,ballistic,234,329,1564,1389,0.9253713839336503,thermal,3122,-0.6960553556720583,,,,0.8722076397638505,0.3005327077813938,0.3076142504719369,18.358696533582062,day,9649.033595849507,156.64699614679225,0.9425911974651169,air_like,diving,low
air_object_52,0.52,52,air_object,4282,4126,6025,300.7046135840609,134.8890550894259,-268.7530603506148,4.780061245818578,-63.34760289069973,diving,251,407,1336,919,0.7583544740245616,thermal,6025,-14.013931983191412,,,,0.32795893353214234,0.6959020143907644,0.2163060180548949,9.575823626411744,dusk,3550.8338178021886,300.7046135840609,0.6524850740704363,air_like,ballistic,high
air_object_53,0.53,53,air_object,960,3443,3827,641.4036379714927,382.06374758782346,515.1950306264741,14.669149778012105,53.43971909153487,diving,372,539,1452,949,0.9990030789773872,camera,3827,26.80727542333463,,,,0.27560603356184366,0.8408522550549229,0.9788613563089987,11.508069667598363,day,1984.0206301865633,641.4036379714927,0.5410076765357552,air_like,diving,medium
air_object_54,0.54,54,air_object,1723,1749,1336,901.0006619483032,830.5850118203723,-349.18581152537183,7.473259234478063,-22.802346184066508,linear,540,748,1063,1408,0.9208402345448521,thermal,1336,35.96503267142276,,,,0.49395617989680474,0.8718414437030655,0.16373213389750707,12.304612981412857,night,2235.890932702924,901.0006619483032,0.6417206686638337,air_like,ballistic,medium
air_object_55,0.55,55,air_object,954,2457,3991,658.1285203738537,163.91381548181204,-637.3895280153828,11.727432665431019,-75.57807586767981,linear,791,30,1490,903,0.7088389801350437,thermal,3991,-88.98716983915409,,,,0.9326823232985201,0.20637092241261767,0.12877592834499252,4.100225211918611,dusk,2739.83202998027,658.1285203738537,0.6445750304977884,air_like,ballistic,medium
air_object_56,0.56,56,air_object,1151,755,3172,388.1766300008377,294.010357926766,-253.45414873420827,10.735799392685594,-40.76326351201115,ballistic,488,76,1436,1366,0.7853237328785017,radar,3172,-30.506903268872307,,,,0.30554092143248013,0.6950519787895852,0.9802795505373331,9.94770499718853,dusk,1918.5322614410097,388.1766300008377,0.7346860740566068,air_like,linear,medium
air_object_57,0.57,57,air_object,2680,4850,5040,953.111521196625,912.4430124332077,-275.44386161168563,10.441620893237573,-16.79775987712341,linear,414,397,1054,826,0.9330628957986344,radar,5040,69.96896697889406,,,,0.5722291741649789,0.3143261455344175,0.4393945188855568,13.49696671263008,night,3864.207994894397,953.111521196625,0.6371702863629201,air_like,ballistic,medium
air_object_58,0.58,58,air_object,533,3952,6043,228.5010600743811,50.99780516184834,-222.73742012466175,1.825333193389268,-77.10387990227386,linear,214,130,1194,886,0.9550827923983723,radar,6043,-96.59519809518504,,,,0.6016288826825802,0.7226413418476525,0.48588839574969633,10.874906587695047,dusk,6718.424924107875,228.5010600743811,0.985232519831188,air_like,diving,medium
air_object_59,0.59,59,air_object,1702,4391,881,803.7040853329029,648.3786920084132,474.9161278902384,0.9906547409130456,36.22155346535463,linear,377,192,838,1334,0.7723484386193299,thermal,881,-85.79034904148229,,,,0.29413183053448144,0.45751089429481145,0.7836153002429544,9.638462540627213,night,653.4238169464974,803.7040853329029,0.45369587441685805,air_like,ballistic,low
air_object_60,0.6,60,air_object,4266,4601,1963,355.2992583840405,328.10513544186506,136.32528417327643,1.9984170828719094,22.56252727124975,diving,37,138,1256,880,0.843262913917889,radar,1963,-33.521319039299996,,,,0.41335086527017495,0.9582134284485189,0.4025580156490871,17.240021788162682,day,6810.320909173706,355.2992583840405,0.7351312007082871,air_like,linear,medium
air_object_61,0.61,61,air_object,2935,2486,1589,496.6211864090543,455.8592420454641,197.0404888140293,12.250675791883012,23.37592014482972,linear,617,131,1184,962,0.8189227241130902,camera,1589,14.446209159595298,,,,0.5823677585563445,0.8577937801133422,0.12943722532239677,3.1439389181457633,day,6712.872242949759,496.6211864090543,0.4545725414559878,air_like,diving,medium
air_object_62,0.62,62,air_object,131,3890,8714,361.6728640534879,359.28750541181336,-41.469857096557995,13.041599694387674,-6.584085968926729,ballistic,138,531,862,1014,0.7005793200839313,thermal,8714,38.43680313604793,,,,0.5597039180383818,0.9111206520409787,0.8189669212820363,16.882227471958664,day,7409.7858170390255,361.6728640534879,0.5095033220887283,air_like,diving,high
air_object_63,0.63,63,air_object,4970,3324,2698,469.1553369528147,468.38593212865055,-26.85793691414601,0.45101386152354594,-3.281830318777452,diving,386,739,1015,951,0.7898756495710402,camera,2698,57.16506935640041,,,,0.5402899230572296,0.2544528579361329,0.5316579516721734,4.652203039482128,dusk,1477.9001422689544,469.1553369528147,0.9119875352851406,air_like,ballistic,high
air_object_64,0.64,64,air_object,3904,4493,3557,333.5100213244374,55.73223410791748,-328.8203953606999,5.565420427710553,-80.38027834749494,diving,440,237,1028,956,0.851543572802844,radar,3557,20.630618766771704,,,,0.7145407210686129,0.9104876553473482,0.9171760481414883,6.00337530598015,night,2835.28316532456,333.5100213244374,0.6135715091694552,air_like,diving,medium
air_object_65,0.65,65,air_object,3979,1640,2043,249.60504726096173,239.51929979815145,70.23663319344247,14.36238435221691,16.343246110750016,linear,410,76,1375,923,0.9619191522858256,camera,2043,51.14760467397076,,,,0.6853743594168838,0.5969701708805764,0.010019669800415354,0.18036524742098825,dusk,7576.607781857349,249.60504726096173,0.7436424424875319,air_like,diving,medium
air_object_66,0.66,66,air_object,2462,1943,7552,368.11773725087886,115.5744893849362,-349.5042287042009,9.124014232179558,-71.70191853857504,diving,167,336,1203,906,0.9544821429791679,camera,7552,22.514198972146488,,,,0.8631515457065496,0.7002860264947841,0.19816423718716247,19.071757160160285,night,2678.8319544715964,368.11773725087886,0.9693688974217293,air_like,ballistic,high
air_object_67,0.67,67,air_object,4041,3965,1316,396.0314381261216,338.08656632985156,206.24833005756662,12.904697317108726,31.38510849027378,diving,750,117,1597,1161,0.9471650783881391,radar,1316,65.20545208207344,,,,0.69067460142224,0.22603678741742153,0.49438171417688026,10.966697831885593,night,2162.410563189418,396.0314381261216,0.41464368940649876,air_like,ballistic,low
air_object_68,0.68,68,air_object,4777,1061,2539,570.5975343464918,355.7554275639119,-446.11615299282107,6.340157329439507,-51.42938262093674,ballistic,588,75,1410,1408,0.8751707908775774,radar,2539,15.184220135320459,,,,0.26598531335062103,0.6151395520378744,0.8968233150398915,18.116421308611997,day,5674.872226354936,570.5975343464918,0.5939154963580613,air_like,linear,high
air_object_69,0.69,69,air_object,3246,2629,4311,991.3672740847844,476.55680761067407,869.3116134311211,5.04040431727166,61.26843760392248,diving,465,63,1081,1055,0.9065529955757547,camera,4311,-68.53543188994831,,,,0.25986673531532023,0.728831981475383,0.7294679808118607,8.643051730400606,night,3539.9019811511776,991.3672740847844,0.6793788703466422,air_like,diving,low
air_object_70,0.7,70,air_object,1228,4894,8534,518.5362405277244,507.9870668509727,104.06234983302788,4.329383374011778,11.577008035477533,diving,694,356,1195,1439,0.8002804380936547,camera,8534,-64.93032819376663,,,,0.5437134877140758,0.9396455833727544,0.4975691878179239,12.826618341643837,night,5896.883972468973,518.5362405277244,0.9502290044926581,air_like,linear,medium
air_object_71,0.71,71,air_object,4224,1190,5542,168.92625847428178,39.16479942412313,164.32345933611566,9.279641172337792,76.59424928023313,ballistic,609,151,1580,1156,0.8247464223772509,radar,5542,-53.66507920019845,,,,0.2638438742475736,0.92313384756916,0.959705190819119,18.976978023674256,day,1579.6646059920824,168.92625847428178,0.8862780440174071,air_like,diving,medium
air_object_72,0.72,72,air_object,2880,1544,9053,868.9652401544237,867.3985860024871,-52.15631886474639,4.156941278368808,-3.4410284680797503,linear,84,65,1095,922,0.9579166236105341,radar,9053,3.6152649970079977,,,,0.9397259878210888,0.7084073904883152,0.6752131394700039,11.638587342845012,night,1453.2824956222976,868.9652401544237,0.6407035072667748,air_like,diving,medium
air_object_73,0.73,73,air_object,880,4552,8290,721.0078057210272,253.39639697423863,-675.0129790686433,8.699765456991893,-69.42412321288202,linear,469,85,1499,1452,0.788869117209158,camera,8290,-71.81104723761166,,,,0.5979831873744338,0.9612414866584682,0.7513458816836334,10.439868756160394,night,2633.7486823288878,721.0078057210272,0.5420422354504254,air_like,linear,high
air_object_74,0.74,74,air_object,214,3595,9917,502.8932064208375,178.27490735671415,470.23359564283163,8.177491731492442,69.23728581935114,diving,86,601,1430,1435,0.874589981055323,thermal,9917,90.45457299205839,,,,0.3865563893520195,0.9136416904664557,0.7228999373104623,15.404922808119554,night,1823.4220584096074,502.8932064208375,0.7968787620517015,air_like,diving,high
air_object_75,0.75,75,air_object,3653,1636,9758,381.09863250040763,158.08348624429127,346.76473158401177,7.27465720338057,65.49265434677676,diving,451,167,1252,896,0.7286013657414997,camera,9758,49.25736569626915,,,,0.15772754325278404,0.8930276520213039,0.28177249504666546,8.383427395345684,night,5936.733064637884,381.09863250040763,0.44362363152500095,air_like,diving,medium
